"FIGI","ISIN","CUSIP","SEDOL","TICKER","COUNTRY_CD","SECURITY_DESCRIPTION","PRICE","CURRENCY_CD"
BBG0000416Z7,US451866SX66,"451866SX6",BK0R8V7,CNI96,US,ILLINOIS CENT RR CO 7.7% DEB 15/09/2096,105.91855,USD
BBG00QDG5BM8,US655044AQ82,"655044AQ8",BJLBJV8,NBL29,US,NOBLE ENERGY INC 3.25% SNR 15/10/29,96.85028,USD
BBG003G38QB1,US665789AX16,"665789AX1",B80FDC3,XEL/42A,US,NORTHERN STATES POWER CO WISCONSIN 3.7% 1MTG 01/10/2042 USD,78.59192,USD
BBG00007VBM0,US491386AL26,"491386AL2","2779687",AEP/32,US,KENTUCKY POWER CO 5.625% SNR 01/12/32,99.08627,USD
BBG003NX70F1,US626717AG73,"626717AG7",B7WNRX7,MUR42,US,MURPHY OIL CORP 5.125% SNR 01/12/42,86.85938,USD
BBG003NX8140,US25468PCX24,"25468PCX2",B90NR11,DIS42,US,WALT DISNEY COMPANY (THE) 3.7% SNR MTN 01/12/42 USD'E,80.74553,USD
BBG008017L32,US90331HMS93,"90331HMS9",BV9FRX4,USB/25,US,US BANK NATIONAL ASSOCIATION 2.8% SNR MTN 27/01/2025 USD,100,USD
BBG00386XH34,US878742AZ84,"878742AZ8",B899393,TECK43,US,TECK RESOURCES LIMITED 5.4% GTD SNR 01/02/2043 USD,89.62213,USD
BBG0038PKS87,US02209SAM52,"02209SAM5",B8K84P2,MO42,US,ALTRIA GROUP INC 4.25% GTD SNR 09/08/42 USD,79.96847,USD
BBG0038S2QD9,US15189XAM02,"15189XAM0",B8N24M8,CNP/42,US,CENTERPOINT ENERGY HOUSTON ELECTRIC3.55% 1MTG 01/08/2042 USD'W,79.02918,USD
BBG003NVG8B2,US976843BH44,"976843BH4",B90MCR9,WEC/42,US,WISCONSIN PUB SERVICE CORP 3.671% SNR 01/12/42,80.35918,USD
BBG004BRP0C8,US125896BL30,"125896BL3",B94P0F8,CMS43,US,CMS ENERGY CORP 4.7% SNR 31/03/2043,88.73069,USD
BBG0015XR777,US402479CB39,"402479CB3",BYY88N6,SO/40,US,GULF POWER CO 5.1% SNR 01/10/2040,98.30472,USD
BBG000025QM7,US461070AE45,"461070AE4",BG8B1X6,LNT/25,US,INTERSTATE POWER& LIGHT CO 5.5% SNR 15/07/2025,101.09444,USD
BBG00002L7W0,US66978QAE17,"66978QAE1",B0W5YG6,TRP/26,US,NOVA GAS TRANSMISSION 7.5% SNR MTN 20/08/2026 USD,103.03016,USD
BBG000053LQ9,US958587BE60,"958587BE6",BJJZKS6,ES/34A,US,WESTERN MASSACHUSETTS ELECT CO 5.9% SNR 15/09/34 'B,104.31526,USD
BBG004C1VZS3,US863667AE17,"863667AE1",B94CB56,SYK43,US,STRYKER CORP 4.1% SNR 01/04/2043 USD,85.27475,USD
BBG004BRWPG1,US744448CJ83,"744448CJ8",B8NVT19,XEL/43,US,PUBLIC SERVICE CO OF COLORADO 3.95% 1MTG 15/03/43 USD'26',78.51143,USD
BBG004BRX2L5,US585055AY20,"585055AY2",B8PJ5Z7,MDT/43,US,MEDTRONIC INC. (US) 4% SNR 01/04/2043,87.3687,USD
BBG004BRXPV3,US23338VAA44,"23338VAA4",B7WKN85,DTE/43,US,DTE ELECTRIC COMP 4% 1MTG 01/04/2043 USD 'A',84.83347,USD
BBG003NBDJM3,US718546AH74,"718546AH7",B7RB2F3,PSX42,US,PHILLIPS 66 5.875% SNR 01/05/42,102.05152,USD
BBG0042VJ9B8,US370334BP87,"370334BP8",B8DP1W6,GIS43,US,GENERAL MILLS INC 4.15% SNR 15/02/2043 USD,82.19569,USD
BBG00007BF34,US172967BU43,"172967BU4",B8NWVW7,C33,US,CITIGROUP INC 5.875% SUB 22/02/33,103.68409,USD
BBG004CC3D18,US95709TAJ97,"95709TAJ9",B95XFC3,WR/43,US,EVERGY KANSAS CENTRAL INC. 4.1% 1MTG 01/04/43,83.99018,USD
BBG003WM67P0,US039483BH46,"039483BH4",B95NZC3,ADM43,US,ARCHER-DANIELS-MIDLAND CO 4.016% DEB 16/04/2043 USD,85.17654,USD
BBG0032KYWS8,US277432AL49,"277432AL4",B9G8B85,EMN42,US,EASTMAN CHEMICAL CO 4.8% SNR 01/09/2042,87.9344,USD
BBG000060XR3,US345370BW93,"345370BW9",B9KGN12,F47,US,FORD MOTOR CO 9.98% DEB 15/02/47,125.11206,USD
BBG00009L5K2,US472319AC60,"472319AC6",B992076,JEF/36,US,JEFFERIES GROUP LLC 6.25% DEB 15/01/36,103.51966,USD
BBG0000J5XM5,US472319AE27,"472319AE2",B97R7Z0,JEF/27,US,JEFFERIES GROUP LLC 6.45% DEB 08/06/27,105.42083,USD
BBG002Q1PY20,US713448BZ06,"713448BZ0",B9MTLH1,PEP42,US,PEPSICO INC 4% SNR 05/03/2042 USD,84.21556,USD
BBG003563VP5,US87612EBA38,"87612EBA3",B9K8J87,TGT42,US,TARGET CORP 4% SNR 01/07/2042 USD,85.11192,USD
BBG0000446V8,US983024AN02,"983024AN0",B91ZLT2,PFE/37,US,WYETH 5.95% GTD SNR 01/04/37 USD,108.21542,USD
BBG00CW2F426,US34540TLV25,"34540TLV2",BYY8PL3,F/26M,US,FORD MOTOR CREDIT CO LLC 3.35% SNR MTN 20/05/26 USD,99.32987,USD
BBG006Q4FF54,US36966TKV34,"36966TKV3",,GE/32T,US,GE AEROSPACE 4% SNR MTN 15/07/2032 USD,95.12325,USD
BBG0084FW785,US06406HDA41,"06406HDA4",BVZ6YK7,BK25A,US,BANK OF NEW YORK MELLON CORP 3% SNR MTN 24/02/2025 USD'G,99.94,USD
BBG004DGP307,US437076BA91,"437076BA9",B9N1J94,HD43,US,HOME DEPOT INC 4.2% SNR 01/04/2043 USD,86.965,USD
BBG004F2CLX4,US65473QBC69,"65473QBC6",B976296,NI/44,US,NISOURCE INC 4.8% SNR 15/02/2044,88.78766,USD
BBG00HFRP151,US34540TRP92,"34540TRP9",BD5YRQ2,F/27R,US,FORD MOTOR CREDIT CO LLC 4% SNR MTN 20/08/2027 USD'B,96.07167,USD
BBG00005NKY0,US743863AA09,"743863AA0","2209270",UNM/38,US,PROVIDENT FINANCING TRUST I 7.405% GTD SUB 15/03/38 USD,106.27938,USD
BBG0086BFKZ2,US878055AE23,"878055AE2",BYXSHN0,TCB/25,US,HUNTINGTON NATIONAL BANK 4.6% SUB 27/02/2025 USD,100,USD
BBG00000RK31,US032511BB27,"032511BB2",BH86FD6,APC36A,US,OCCIDENTAL PETROLEUM CORP 0% SNR 10/10/2036 USD,55.91005,USD
BBG007WTLMF7,US664397AM81,"664397AM8",BVCN8T8,NU25,US,EVERSOURCE ENERGY 3.15% SNR 15/01/25,100,USD
BBG004DK2V01,US45138LBC63,"45138LBC6",BKBWWH5,IDA/43,US,IDAHO POWER CORPORATION 4% 1MTG MTN 01/04/43 USD'I',79.45173,USD
BBG00003PB00,US35180PAC68,"35180PAC6","180PAC6",GE/26N,US,FRANCHISE FINANCE CORP OF AMERICA 7.1% SNR MTN 30/11/2026 USD,105.09645,USD
BBG004DQVX48,US931142DG53,"931142DG5",B8SZHR8,WMT43,US,WALMART INC 4% SNR 11/04/2043,87.57244,USD
BBG004DZSGN8,US31428XAU00,"31428XAU0",B8HKM13,FDX43,US,FEDEX CORP 4.1% GTD SNR 15/04/2043 USD,79.76007,USD
BBG003T4GH35,US30161MAN39,"30161MAN3",B715FY1,EXC/42A,US,CONSTELLATION ENERGY GENERATION LLC5.6% SNR 15/06/2042 USD,97.54222,USD
BBG0029H9B77,US755111BW06,"755111BW0",B76RCW9,RTN41,US,RTX CORPORATION 4.7% SNR 15/12/2041,91.39841,USD
BBG003S96K20,US927804FL36,"927804FL3",B7S97N9,D/43B,US,VIRGINIA ELECTRIC & POWER CO 4% SNR 15/01/2043,81.68436,USD
BBG003T1LT11,US552676AQ11,"552676AQ1",B82D1T8,MDC43,US,M.D.C.HLDGS INC 6% GTD SNR 15/01/43,99.22,USD
BBG003T1HRJ1,US86765BAM19,"86765BAM1",B8BHLQ8,SXL43,US,ENERGY TRANSFER LP 4.95% GTD SNR 15/01/43 USD,86.89712,USD
BBG003T1FMY7,US74456QBB14,"74456QBB1",B8FS4X5,PEG/43,US,PUBLIC SERVICE ELECTRIC & GAS CO 3.8% SNR SEC 01/01/2043 USD,81.24106,USD
BBG003T49520,US049560AL95,"049560AL9",B98ZZP9,ATO43,DE,ATMOS ENERGY CORP 4.15% SNR 15/01/2043 USD,84.83153,USD
BBG00002WJN2,US25746UAN90,"25746UAN9",B8S1JY7,D33,US,DOMINION ENERGY INC 6.3% SNR 15/03/33 'E,106.85494,USD
BBG00000WTT8,US532457BA56,"532457BA5",B8B06J5,LLY37,US,ELI LILLY AND COMPANY 5.55% SNR 15/03/37,104.95539,USD
BBG0000H8CV2,US172967EC18,"172967EC1",B8G0DQ6,C37,US,CITIGROUP INC 5.875% SNR 29/05/37,104.65005,USD
BBG0032DY8K5,US913017BT50,"913017BT5",B8J6DZ0,RTX42,US,RTX CORPORATION 4.5% SNR 01/06/2042,89.16783,USD
BBG002DZXC82,US172967FX46,"172967FX4",B8WTN90,C42,US,CITIGROUP INC 5.875% SNR 30/01/2042 USD,103.02236,USD
BBG0045G4RB4,US14149YAW84,"14149YAW8",B7JRXS9,CAH43,US,CARDINAL HEALTH INC 4.6% SNR 15/03/2043 USD,86.64574,USD
BBG000043444,US002819AC45,"002819AC4",B922PX4,ABT37,US,ABBOTT LABORATORIES 6.15% SNR 30/11/37,112.34438,USD
BBG0000HB419,US002824AY67,"002824AY6",B91ZLX6,ABT40,US,ABBOTT LABORATORIES 5.3% SNR 27/05/2040,103.63288,USD
BBG00000SZT9,US694032AT09,"694032AT0","2701130",T/26B,US,PACIFIC BELL 7.125% DEB 15/03/26,102.21729,USD
BBG003PS5909,US30219GAG38,"30219GAG3",B8KMSL8,CI/41,US,EXPRESS SCRIPTS HOLDING COMPANY 6.125% GTD SNR 15/11/41 USD,95.27359,USD
BBG00006RY29,US81413PAG00,"81413PAG0",B839DY4,GE/28D,US,SECURITY CAPITAL GROUP 7.7% SNR 15/06/2028,109.64333,USD
BBG0045Z3HD3,US96332HCG20,"96332HCG2",B99G4Z4,WHR43,US,WHIRLPOOL CORP 5.15% SNR 01/03/2043 USD,84.66633,USD
BBG00461KHJ2,US209111FC20,"209111FC2",B8MJ1K7,ED/43,US,CONSOLIDATED EDISON CO(N.Y) 3.95% DEB 01/03/2043 USD,80.95832,USD
BBG00461L446,US91324PCD24,"91324PCD2",B97GZH5,UNH43,US,UNITEDHEALTH GROUP INC 4.25% SNR 15/03/43,83.89347,USD
BBG0045WLDM9,US494550BP09,"494550BP0",B83ZS69,KMP43,US,KINDER MORGAN ENERGY PARTNERS 5% SNR 01/03/2043 USD,88.61868,USD
BBG0042VRK06,US025816BF52,"025816BF5",B968SP1,AXP42,US,AMERICAN EXPRESS CO 4.05% SNR 03/12/2042 USD,85.46375,USD
BBG00465LGK2,US718172AW92,"718172AW9",B83KB65,PM43,US,PHILIP MORRIS INTERNATIONAL INC 4.125% SNR 04/03/2043 USD,81.845,USD
BBG003TTNMP7,US472319AM43,"472319AM4",B9CT5D5,LUK/43,US,JEFFERIES GROUP LLC 6.5% SNR 20/01/2043 USD,102.52094,USD
BBG003TQP3W5,US29273RAT68,"29273RAT6",B8H38T2,ETP43A,US,ENERGY TRANSFER LP 5.15% SNR 01/02/43,89.52971,USD
BBG0046R95K2,US842400FW81,"842400FW8",B91R9M7,EIX/43,US,SOUTHERN CALIFORNIA EDISON CO 3.9% 1MTG 15/03/2043 USD,75.81639,USD
BBG0046H1HG1,US775109AX99,"775109AX9",B84QCZ8,RCI43,US,ROGERS COMMUNICATIONS INC 4.5% GTD SNR 15/03/2043 USD,83.55775,USD
BBG00005H623,US07261LBA98,"07261LBA9",BG4T509,NI/28,US,BAY ST GAS CO 6.26% SNR MTN 15/02/28 USD,100.87278,USD
BBG004FKV434,US416515BB93,"416515BB9",B8JV032,HIG43,US,THE HARTFORD INSURANCE GROUP INC 4.3% SNR 15/04/2043,87.20858,USD
BBG0046VM519,US570535AP98,"570535AP9",B97KW76,MKL43,US,MARKEL GROUP INC 5% SNR 30/03/2043,91.82002,USD
BBG00472YQZ6,US144141DD73,"144141DD7",B8L5GP6,DUK/43,US,DUKE ENERGY PROGRESS LLC 4.1% 1MTG 15/03/2043 USD,82.05844,USD
BBG003TTQLG6,US205887BS00,"205887BS0",B8KMR88,CAG43,US,CONAGRA BRANDS INC 4.65% SNR 25/01/2043 USD,80.33581,USD
BBG0046Z00Y9,US00440EAQ08,"00440EAQ0",B8PNBH3,ACE/43,US,CHUBB INA HOLDINGS INC 4.15% GTD SNR 13/03/43 USD,83.93539,USD
BBG003L73V48,US61760LAW54,"61760LAW5",,MS24C,US,MORGAN STANLEY 4% SNR MTN 01/11/2024 USD'F,100,USD
BBG0047DX9T8,US907818DP06,"907818DP0",B8Q73Y5,UNP43,US,UNION PACIFIC CORP 4.25% SNR 15/04/43,84.31951,USD
BBG0047DS5L0,US373334KA87,"373334KA8",B9LV101,SO/43,US,GEORGIA POWER CO 4.3% SNR 15/03/43 USD'2013A,84.69978,USD
BBG0047BPM30,US29379VBA08,"29379VBA0",B9M5X40,EPD/44,US,ENTERPRISE PRODS OPER LLC DISC 4.85% GTD SNR 15/03/44 USD,90.45513,USD
BBG0047BK275,US737679DE73,"737679DE7",B95XX07,EXC/43B,US,POTOMAC ELECTRIC POWER CO 4.15% 1MTG 15/03/2043 USD,83.56479,USD
BBG00CDYCC77,US71429MAB19,"71429MAB1",BDB49P9,PRGO/26,US,PERRIGO FINANCE UNLIMITED COMPANY 4.375% GTD SNR 15/03/26 USD,99.82,USD
BBG004J4SMP6,US540424AR93,"540424AR9",B9HLNW1,L43,US,LOEWS CORP 4.125% SNR 15/05/43,85.3475,USD
BBG009XW69M3,US06050WHK45,"06050WHK4",BZ0G3Y7,BAC40D,US,BANK OF AMERICA CORPORATION 4.125% SNR MTN 15/09/40 USD,89.82195,USD
BBG004JPRC09,US678858BN08,"678858BN0",BGCC685,OGE/43,US,OKLAHOMA GAS & ELECTRIC CO 3.9% SNR 01/05/2043 USD,80.03606,USD
BBG004HQ4TM3,US539830BB41,"539830BB4",BBD6G92,LMT42,US,LOCKHEED MARTIN CORP 4.07% SNR 15/12/2042 USD'B',84.67171,USD
BBG004MJL5T9,US008916AM00,"008916AM0",BB9ZSQ4,NTR43,US,AGRIUM INC 4.9% DEB 01/06/2043,82.98739,USD
BBG004MJN3L0,US666807BH45,"666807BH4",BB9ZSW0,NOC43,US,NORTHROP GRUMMAN CORP 4.75% SNR 01/06/2043 USD,91.4377,USD
BBG0076WBVZ8,US02005NAV29,"02005NAV2",BR23ZV1,ALLY24,US,ALLY FINANCIAL INC 5.125% SNR 30/09/2024 USD,100,USD
BBG004PF3JP8,US694308HD23,"694308HD2",BBK3XJ5,PCG43,US,PACIFIC GAS & ELECTRIC CO 4.6% SNR 15/06/2043 USD,81.78817,USD
BBG004P5TL22,US837004CG35,"837004CG3",BBHV6D7,SCG/43,US,DOMINION ENERGY SOUTH CAROLINA INC 4.6% 1MTG 15/06/2043 USD,89.73363,USD
BBG006PWZ250,US23338VAC00,"23338VAC0",BNZC830,DTE/25,US,DTE ELECTRIC COMP 3.375% SNR SEC 01/03/25 USD,100,USD
BBG004P68VJ3,US402479CD94,"402479CD9",BKBWWG4,SO/43A,US,GULF POWER CO 5% SNR 15/06/2043,88.95976,USD
BBG00CW2GY74,US1730T3BD49,"1730T3BD4",BYP8N41,C31,US,CITIGROUP INC 3.25% SNR MTN 15/05/31 USD,91.29079,USD
BBG004KGN7B0,US00206RBK77,"00206RBK7",BBNC4H4,T45,US,AT&T INC 4.35% SNR 15/06/45,83.25458,USD
BBG004KGN418,US00206RBH49,"00206RBH4",BBP3ML5,T42,US,AT&T INC 4.3% SNR 15/12/2042 USD,84.57028,USD
BBG00004L550,US55262CAD20,"55262CAD2","2397852",MBI27,US,MBIA INC 7.15% DEB 15/07/27,101.42986,USD
BBG004K4ZB89,US001192AK93,"001192AK9",B98CZ49,SO/43B,US,SOUTHERN CO GAS CAP 4.4% GTD SNR 01/06/2043 USD,85.9861,USD
BBG004FLMPN3,US00185AAB08,"00185AAB0",B9Z9KS2,AON42,US,AON PLC (IE) 4.25% GTD SNR 12/12/42 USD,83.34615,USD
BBG004K4XQQ8,US210518CU85,"210518CU8",B98D0N6,CMS43A,US,CONSUMERS ENERGY COMPANY 3.95% 1MTG 15/05/43,83.61739,USD
BBG0076QLV35,US38143C2B63,"38143C2B6",BTSTN91,GS35E,US,GOLDMAN SACHS GROUP INC 4% SNR MTN 15/10/2035 USD'D,89.81754,USD
BBG00CDYY925,US25472CAM10,"25472CAM1",BYY8GJ8,DFS28,US,DISCOVER FINANCIAL SERVICES 4.4% SNR MTN 15/03/2028 USD,98.74035,USD
BBG004KF12F3,US58933YAJ47,"58933YAJ4",B9D69N3,MRK43,US,MERCK & CO INC 4.15% SNR 18/05/43,85.32861,USD
BBG00004C2X6,US32055RAB33,"32055RAB3","2040833",FR/27,US,FIRST INDUSTRIAL LP 7.15% SNR 15/05/27,105.85039,USD
BBG004LHR7F9,US12527GAD51,"12527GAD5",B9XR0S8,CF43,US,CF INDUSTRIES INC 4.95% GTD SNR 01/06/43 USD,88.78848,USD
BBG004KPHJX7,US884903BM65,"884903BM6",B9WQ4K6,TRI43,US,THOMSON-REUTERS CORP 4.5% SNR 23/05/2043 USD,84.69961,USD
BBG004LHXL61,US494368BL62,"494368BL6",B9XZVF6,KMB43,US,KIMBERLY CLARK CORP 3.7% SNR 01/06/2043,79.81199,USD
BBG004H4Q5G7,US654106AD51,"654106AD5",B75MXV1,NKE43,US,NIKE INC 3.625% SNR 01/05/2043 USD,80.84425,USD
BBG004LT47D0,US00185AAC80,"00185AAC8",B9ZT6F1,AON43,US,AON PLC (IE) 4.45% GTD SNR 24/05/43 USD,84.93428,USD
BBG004LSZFW9,US69352PAH64,"69352PAH6",B9ZKD20,PPL/43,US,PPL CAPITAL FUNDING INC 4.7% GTD SNR 01/06/2043 USD,84.79974,USD
BBG004ND4SS1,US020002BA86,"020002BA8",BBG7S30,ALL43,US,ALLSTATE CORP 4.5% SNR 15/06/2043 USD,86.88043,USD
BBG004HPF3P7,US02209SAQ66,"02209SAQ6",B7ZKNH1,MO43,US,ALTRIA GROUP INC 4.5% GTD SNR 02/05/2043 USD,83.585,USD
BBG004HP9P93,US58013MER16,"58013MER1",B831BL3,MCD43,US,MCDONALD'S CORPORATION 3.625% SNR MTN 01/05/43 USD,79.04974,USD
BBG00FJ5P300,US25472CBM01,"25472CBM0",BYZDLK8,DFS26F,US,DISCOVER FINANCIAL SERVICES 4% SNR MTN 15/12/2026 USD,100.10922,USD
BBG004ND56L5,US071813BG33,"071813BG3",BBG7RX3,BAX43,US,BAXTER INTERNATIONAL INC 4.5% SNR 15/06/2043 USD,83.2637,USD
BBG00DVWRRW2,US1730T3C359,"1730T3C35",BYW4245,C36E,US,CITIGROUP INC 3.3% SNR MTN 15/09/36 USD'G,81.03728,USD
BBG005PFJS23,US887317AS48,"887317AS4",BHC8PP0,T/43,US,WARNER MEDIA LLC 5.35% DEB 15/12/43,78.9248,USD
BBG0081Z8ZQ9,US55279HAK68,"55279HAK6",BVVSQ12,MTB/25,US,MANUFACTURERS & TRADERS TRUST CO 2.9% SNR 06/02/25,100,USD
BBG005MD7YS3,US45685EAJ55,"45685EAJ5",BHFHZB0,VOYA43,US,VOYA FINANCIAL INC 5.7% GTD SNR 15/07/2043 USD,97.43407,USD
BBG00004N6S1,US41163GAG64,"41163GAG6",BYM9853,RENX/97,US,RELX INC 7.3% DEB 01/08/2097,98.20429,USD
BBG004V7VL82,US501044CT67,"501044CT6",BCF0W80,KR43,US,KROGER CO 5.15% SNR 01/08/2043 USD,93.20502,USD
BBG004WHK0H7,US670346AN55,"670346AN5",BCJ52H0,NUE43,US,NUCOR CORP 5.2% SNR 01/08/2043 USD,99.0096,USD
BBG0057Z0DT3,US172967HA25,"172967HA2",BDC7485,C43,US,CITIGROUP INC 6.675% SUB 13/09/2043 USD,108.04547,USD
BBG0058KTFJ0,US29273RAZ29,"29273RAZ2",BDWGZW3,ETP43,US,ENERGY TRANSFER LP 5.95% SNR 01/10/43,100.02471,USD
BBG004RWKT14,US465685AH81,"465685AH8",BBTPVX2,ITC43,US,ITC HOLDINGS CORP 5.3% SNR 01/07/2043,94.29082,USD
BBG000017XN1,US122014AH64,"122014AH6",BG48S74,COP/25,US,BURLINGTON RESOURCES INC 8.2% DEB 15/03/2025,100,USD
BBG005SZG5D7,US31428XAX49,"31428XAX4",BHZFZN6,FDX34,US,FEDEX CORP 4.9% GTD SNR 15/01/2034 USD,97.09489,USD
BBG004X75307,US720186AG01,"720186AG0",BC9KR36,PNY43,US,PIEDMONT NATURAL GAS CO INC 4.65% SNR 01/08/2043 USD,87.67516,USD
BBG004WQQR28,US89417EAJ82,"89417EAJ8",BCLBGF2,TRV43,US,TRAVELERS COMPANIES INC 4.6% SNR 01/08/2043,89.72263,USD
BBG004X74LY1,US406216BE02,"406216BE0",BCR5XW4,HAL43,US,HALLIBURTON CO 4.75% SNR 01/08/43,88.07617,USD
BBG004X93GJ6,US94973VBF31,"94973VBF3",BCSCZN9,ELV44,US,ELEVANCE HEALTH INC 5.1% SNR 15/01/2044,92.97162,USD
BBG0058XF0Z2,US693304AR87,"693304AR8",BDZDWC0,EXC/43,US,PECO ENERGY CO 4.8% 1MTG 15/10/43,92.16722,USD
BBG0059FXTL2,US231021AQ97,"231021AQ9",BF262M6,CMI43,US,CUMMINS INC 4.875% SNR 01/10/2043 USD,94.62688,USD
BBG0058Y9BN6,US84756NAE94,"84756NAE9",BDZMP51,SEP43,US,SPECTRA ENERGY PARTNERS LP 5.95% GTD SNR 25/09/43 USD,98.016,USD
BBG005BDJRY0,US92277GAB32,"92277GAB3",BF325B3,VTR/43,US,VENTAS REALTY LIMITED PARTNERSHIP 5.7% GTD SNR 30/09/2043 USD,100.35885,USD
BBG00559YJ22,US06849RAK86,"06849RAK8",BCRWZ96,GOLD43,US,BARRICK NORTH AMERICA FINANCE LLC 5.75% GTD SNR 01/05/43 USD,101.95352,USD
BBG004MJLRK0,US717081DE02,"717081DE0",BCLYQM8,PFE43,US,PFIZER INC 4.3% SNR 15/06/2043 USD,86.43028,USD
BBG0000M1DD6,US92343VAK08,"92343VAK0",BD4TRN5,VZ38,US,VERIZON COMMUNICATIONS 6.4% SNR 15/02/2038,107.22444,USD
BBG0000HSDM8,US92343VAP94,"92343VAP9",BCZTDG2,VZ38A,US,VERIZON COMMUNICATIONS 6.9% SNR 15/04/2038,112.35417,USD
BBG0000KR6H3,US988498AD34,"988498AD3",BC7H8F8,YUM37,US,YUM BRANDS INC 6.875% SNR 15/11/37,109.79133,USD
BBG005SZG6C6,US31428XAW65,"31428XAW6",BHZFZM5,FDX44,US,FEDEX CORP 5.1% GTD SNR 15/01/2044 USD,89.61335,USD
BBG005T3R956,US907818DX30,"907818DX3",BHZLVS1,UNP44A,US,UNION PACIFIC CORP 4.85% SNR 15/06/44,92.42795,USD
BBG005T2R7B5,US040555CP79,"040555CP7",BHZLVH0,PNW/44,US,ARIZONA PUBLIC SERVICE CO 4.7% SNR 15/01/2044,85.96555,USD
BBG005SZ6F19,US202795JD31,"202795JD3",BHZ7X72,EXC/44,US,COMMONWEALTH EDISON 4.7% 1MTG 15/01/44 USD'116',89.40028,USD
BBG004T7TKP1,US00287YAM12,"00287YAM1",BCZM189,ABBV42,US,ABBVIE INC 4.4% SNR 06/11/2042,89.24556,USD
BBG00CW2JB71,US126650CS77,"126650CS7",BD3MNL5,CVS24A,US,CVS HEALTH CORPORATION 5% SNR 01/12/2024,100,USD
BBG005BRVT44,US842400FZ13,"842400FZ1",BF6DYS3,EIX/43A,US,SOUTHERN CALIFORNIA EDISON CO 4.65% 1MTG 01/10/2043 USD,85.94156,USD
BBG005BRK628,US931142DK65,"931142DK6",BF6DY94,WMT43A,US,WALMART INC 4.75% SNR 02/10/43,95.91379,USD
BBG005BRN6Z9,US775109AZ48,"775109AZ4",BF6DY72,RCI43A,US,ROGERS COMMUNICATIONS INC 5.45% GTD SNR 01/10/43 USD,96.45456,USD
BBG005CKYRV9,US844895AW27,"844895AW2",BFD7Q37,SWX43,US,SOUTHWEST GAS HOLDINGS INC 4.875% SNR 01/10/43,89.01738,USD
BBG005VJNYN7,US524901AR65,"524901AR6",BJ4H805,LM44,US,LEGG MASON INC 5.625% SNR 15/01/44,98.99348,USD
BBG005V2RJL5,US06051GFC87,"06051GFC8",BJ7B592,BAC44,US,BANK OF AMERICA CORPORATION 5% SNR MTN 21/01/2044 USD'L,94.73418,USD
BBG004YSKL67,US505588BK86,"505588BK8",BD21CH2,SR/43,US,SPIRE MISSOURI INC 4.625% GTD 15/08/2043 USD,86.71966,USD
BBG004YZ1VG9,US655844BN78,"655844BN7",BCZZSP4,NSC43A,US,NORFOLK SOUTHERN CORP 4.8% SNR 15/08/2043,85.99333,USD
BBG0050Q4158,US74432QBY08,"74432QBY0",BD00H54,PRU43,US,PRUDENTIAL FINANCIAL INC 5.1% SNR MTN 15/08/43 USD'D,89.12917,USD
BBG0050NFZJ3,US15135UAK51,"15135UAK5",BCZYKC2,CVE43,US,CENOVUS ENERGY INC 5.2% SNR 15/09/2043,84.57885,USD
BBG0050N3316,US927804FP40,"927804FP4",BD1NQR7,D/43C,US,VIRGINIA ELECTRIC & POWER CO 4.65% SNR 15/08/43,88.61911,USD
BBG0050NQ8W6,US95709TAK60,"95709TAK6",BD1NQX3,WR43,US,EVERGY KANSAS CENTRAL INC. 4.625% 1MTG 01/09/2043 USD,85.78131,USD
BBG005CNHT93,US89352HAL33,"89352HAL3",BFF3376,TRP/43,US,TRANSCANADA PIPELINES LTD 5% SNR 16/10/2043,93.22229,USD
BBG005CWCDW7,US461070AK05,"461070AK0",BFGCN94,LNT/43,US,INTERSTATE POWER& LIGHT CO 4.7% DEB 15/10/2043,89.16272,USD
BBG005CWHKX5,US65473QBD43,"65473QBD4",BFGCNJ4,NI/45,US,NISOURCE INC 5.65% SNR 01/02/45,97.87196,USD
BBG005804M60,US35671DBC83,"35671DBC8",BFPC4S1,FCX43,US,FREEPORT-MCMORAN INC 5.45% GTD SNR 15/03/43 USD,93.58681,USD
BBG005GH85W8,US527288BF07,"527288BF0",BFVGY43,LUK43,US,JEFFERIES FINANCIAL GROUP INC 6.625% SNR 23/10/43,106.13243,USD
BBG005GC1GL4,US69349LAQ14,"69349LAQ1",BFVQ1B9,PNC/25,US,PNC BK N A PITTSBURGH PA 4.2% SUB MTN 01/11/2025 USD,101.41446,USD
BBG005GRBG12,US907818DU90,"907818DU9",BFWLBR9,UNP43A,US,UNION PACIFIC CORP 4.75% SNR 15/12/43,89.80274,USD
BBG0050N5X18,US202795JB74,"202795JB7",BCZYK44,EXC/43A,US,COMMONWEALTH EDISON 4.6% 1MTG 15/08/43,88.66152,USD
BBG0053Z8TD1,US46625HJM34,"46625HJM3",BD035K4,JPM43,US,JPMORGAN CHASE & CO. 5.625% SUB 16/08/43,100.30794,USD
BBG0000MGD31,US06050XA944,"06050XA94",B2PZHY6,BAC38,US,BANK OF AMERICA CORPORATION 6.05% SUB MTN 15/02/38 USD,106.32197,USD
BBG005GC0LY0,US94974BFP04,"94974BFP0",BG48MR2,WFC43,US,WELLS FARGO & COMPANY 5.375% SUB MTN 02/11/43 USD,95.88899,USD
BBG005BRYP85,US98978VAH69,"98978VAH6",BG0R585,ZTS43,US,ZOETIS INC 4.7% SNR 01/02/2043,91.36784,USD
